latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
32.17107,73.39316,328.95,2.79,1.6,2022-05-15,0746,A,59,6.1NRT,311.51,34.13,D
32.76065,74.49277,333.19,2.29,1.46,2022-05-15,0746,A,64,6.1NRT,311.25,42.92,D
32.75572,74.4691,357.04,2.29,1.47,2022-05-15,0746,A,98,6.1NRT,316.5,193.16,D
32.81667,74.69865,340.18,2.21,1.44,2022-05-15,0746,A,82,6.1NRT,316.95,67.91,D
32.81195,74.67566,337.67,2.22,1.44,2022-05-15,0746,A,77,6.1NRT,319.25,53.84,D
32.75765,74.48888,342.14,2.29,1.46,2022-05-15,0746,A,88,6.1NRT,312.14,91.27,D
32.75256,74.46526,350.3,2.29,1.47,2022-05-15,0746,A,94,6.1NRT,316.84,143.34,D
32.81504,74.69437,343.89,2.21,1.44,2022-05-15,0746,A,90,6.1NRT,317.38,91.49,D
33.02151,74.40221,328.03,2.29,1.46,2022-05-15,0746,A,72,6.1NRT,309.74,37.82,D
33.01633,74.37737,328.89,2.29,1.47,2022-05-15,0746,A,74,6.1NRT,309.48,41.76,D
33.01916,74.39568,334.62,2.29,1.46,2022-05-15,0746,A,82,6.1NRT,309.53,67.34,D
33.11606,74.15829,333.75,2.36,1.48,2022-05-15,0746,A,81,6.1NRT,297.85,59.94,D
33.12915,74.15509,357.77,2.36,1.48,2022-05-15,0746,A,98,6.1NRT,297.4,232.25,D
33.14222,74.15178,360.91,2.36,1.48,2022-05-15,0746,A,99,6.1NRT,280.47,269.45,D
33.1368,74.12614,346.42,2.37,1.49,2022-05-15,0746,A,39,6.1NRT,304.37,154.63,D
33.13861,74.14565,363,2.36,1.48,2022-05-15,0746,A,100,6.1NRT,290.38,290.4,D
33.26128,73.83205,326.43,2.46,1.51,2022-05-15,0746,A,63,6.1NRT,310.15,29.27,D
33.27462,73.82882,324.58,2.46,1.51,2022-05-15,0746,A,47,6.1NRT,309.74,21.13,D
33.26913,73.82252,331.45,2.46,1.51,2022-05-15,0746,A,78,6.1NRT,310.26,51.93,D
29.74743,56.21777,328.84,1.11,1.05,2022-05-15,0924,A,61,6.1NRT,313.52,12.04,D
18.7444,98.19409,302.19,1.14,1.07,2022-05-15,1526,T,47,6.1NRT,286.11,5.33,N
39.84097,98.27235,302.08,1.17,1.08,2022-05-15,1531,T,47,6.1NRT,282.4,9.18,N
18.59826,76.57973,308.97,1.01,1.01,2022-05-15,1705,T,76,6.1NRT,292.42,6.15,N
18.56917,76.23734,306.39,1,1,2022-05-15,1705,T,68,6.1NRT,287.84,4.97,N
18.65001,76.02663,306.47,1,1,2022-05-15,1705,T,68,6.1NRT,290.53,3.79,N
18.93099,76.12732,312.32,1,1,2022-05-15,1705,T,85,6.1NRT,294.99,7.26,N
18.92968,76.11792,310.87,1,1,2022-05-15,1705,T,81,6.1NRT,294.39,6.12,N
18.99089,76.42673,320.63,1.01,1,2022-05-15,1705,T,100,6.1NRT,296.15,15.23,N
18.97424,76.1046,309.9,1,1,2022-05-15,1705,T,78,6.1NRT,296.12,5.56,N
19.1551,76.35013,317.54,1.01,1,2022-05-15,1705,T,95,6.1NRT,297.23,11.75,N
18.57265,72.24281,307.36,1.34,1.15,2022-05-15,1705,T,53,6.1NRT,297.19,6.78,N
19.24564,76.33939,309.99,1.01,1,2022-05-15,1705,T,78,6.1NRT,296.98,5.75,N
19.23383,76.25407,311.42,1.01,1,2022-05-15,1705,T,54,6.1NRT,294.46,7.6,N
19.2549,76.1386,321.83,1,1,2022-05-15,1705,T,100,6.1NRT,296.73,16.18,N
19.25359,76.12916,308.69,1,1,2022-05-15,1705,T,73,6.1NRT,296.18,4.97,N
19.24966,76.10085,313.25,1,1,2022-05-15,1705,T,86,6.1NRT,296.25,8.49,N
19.24122,75.90962,311.31,1,1,2022-05-15,1705,T,80,6.1NRT,296.84,6.04,N
19.24751,75.8894,309.29,1,1,2022-05-15,1705,T,74,6.1NRT,296.41,5.34,N
19.30486,76.16936,307.21,1.01,1,2022-05-15,1705,T,64,6.1NRT,295.98,4.38,N
19.29773,75.98724,317.06,1,1,2022-05-15,1705,T,94,6.1NRT,297.79,11.11,N
19.33038,76.15567,310.15,1,1,2022-05-15,1705,T,78,6.1NRT,295.87,5.81,N
19.32907,76.14622,311.68,1,1,2022-05-15,1705,T,82,6.1NRT,295.87,7.07,N
19.32775,76.13677,305.83,1,1,2022-05-15,1705,T,62,6.1NRT,295.75,3.27,N
19.32643,76.12733,306.5,1,1,2022-05-15,1705,T,65,6.1NRT,296.12,3.69,N
19.43328,76.09829,308.51,1,1,2022-05-15,1705,T,75,6.1NRT,298.18,4.52,N
19.3938,75.81543,308.85,1,1,2022-05-15,1705,T,73,6.1NRT,297.06,4.56,N
19.40466,75.69824,312.62,1,1,2022-05-15,1705,T,85,6.1NRT,296.96,8.04,N
19.4181,75.59987,308.6,1,1,2022-05-15,1705,T,74,6.1NRT,297.27,5,N
19.98261,74.3443,311.75,1.04,1.02,2022-05-15,1705,T,79,6.1NRT,297.33,8.19,N
19.96842,74.00639,307.51,1.06,1.03,2022-05-15,1705,T,62,6.1NRT,297,5.74,N
21.40541,77.03028,311.68,1.08,1.04,2022-05-15,1707,T,82,6.1NRT,289.43,8.63,N
21.41469,77.02898,307.54,1.08,1.04,2022-05-15,1707,T,70,6.1NRT,289.3,5.51,N
23.41229,77.20678,313.38,1.14,1.07,2022-05-15,1707,T,53,6.1NRT,296.97,10.99,N
23.514,76.2326,326.16,1.05,1.02,2022-05-15,1707,T,100,6.1NRT,301.07,21.67,N
23.56209,75.35757,309.72,1.01,1,2022-05-15,1707,T,63,6.1NRT,297.59,6.55,N
24.24263,78.15868,315.85,1.31,1.13,2022-05-15,1707,T,90,6.1NRT,297.76,14.2,N
24.45457,78.1423,310.68,1.31,1.14,2022-05-15,1707,T,74,6.1NRT,298.92,6.79,N
24.45302,78.12947,318.78,1.31,1.14,2022-05-15,1707,T,97,6.1NRT,298.43,16.84,N
24.45226,78.13666,319.29,1.31,1.14,2022-05-15,1707,T,98,6.1NRT,298.96,17.82,N
24.79891,78.1346,312.68,1.32,1.14,2022-05-15,1707,T,80,6.1NRT,296.23,11.54,N
24.93772,76.37482,312.11,1.09,1.04,2022-05-15,1707,T,70,6.1NRT,301.55,6.86,N
25.25386,76.1267,312.65,1.08,1.04,2022-05-15,1707,T,73,6.1NRT,300.9,7.43,N
29.18287,76.88062,310.05,1.27,1.12,2022-05-15,1709,T,79,6.1NRT,297.34,10.17,N
30.3627,78.42528,303.91,1.63,1.26,2022-05-15,1709,T,58,6.1NRT,292.73,8.68,N
30.36119,78.41022,304.27,1.63,1.26,2022-05-15,1709,T,59,6.1NRT,293.22,9.63,N
30.86436,77.32421,304.2,1.42,1.18,2022-05-15,1709,T,59,6.1NRT,292.05,8.8,N
30.96612,77.9841,308.51,1.56,1.23,2022-05-15,1709,T,65,6.1NRT,294.56,11.96,N
30.96427,77.96623,304.33,1.55,1.23,2022-05-15,1709,T,8,6.1NRT,293.75,7.02,N
30.9773,77.98404,309.98,1.56,1.23,2022-05-15,1709,T,72,6.1NRT,295.07,13.76,N
30.9868,77.86297,306.24,1.53,1.22,2022-05-15,1709,T,58,6.1NRT,292,10.43,N
30.91048,77.06705,310.72,1.37,1.16,2022-05-15,1709,T,76,6.1NRT,293.9,12.2,N
30.89931,76.96832,313.04,1.35,1.15,2022-05-15,1709,T,86,6.1NRT,294.84,13.96,N
30.89785,76.9553,309.69,1.35,1.15,2022-05-15,1709,T,78,6.1NRT,295.34,9.64,N
30.90801,77.07683,306.75,1.37,1.16,2022-05-15,1709,T,69,6.1NRT,293.88,8.99,N
30.90637,77.0614,306.24,1.37,1.16,2022-05-15,1709,T,67,6.1NRT,293.55,8.22,N
30.89586,76.96327,318.43,1.35,1.15,2022-05-15,1709,T,97,6.1NRT,295.39,20.98,N
30.94062,77.08601,303.89,1.37,1.16,2022-05-15,1709,T,57,6.1NRT,293.5,6.8,N
31.22196,76.86703,313.92,1.35,1.15,2022-05-15,1709,T,88,6.1NRT,294.62,15.37,N
31.47025,77.68163,307.99,1.51,1.21,2022-05-15,1709,T,38,6.1NRT,292.54,16.96,N
30.58421,70.07049,306.53,1.18,1.08,2022-05-15,1709,T,55,6.1NRT,295.89,5.08,N
31.61788,76.41901,306.17,1.29,1.13,2022-05-15,1709,T,65,6.1NRT,284.3,13.6,N
31.34275,70.03474,317.93,1.15,1.07,2022-05-15,1709,T,96,6.1NRT,288.98,17.55,N
31.34069,70.02234,305.68,1.16,1.07,2022-05-15,1709,T,50,6.1NRT,288.73,6.15,N
32.22824,76.2504,309.73,1.28,1.12,2022-05-15,1709,T,78,6.1NRT,297.24,9.04,N
32.28537,76.21925,304.42,1.28,1.12,2022-05-15,1709,T,57,6.1NRT,293.59,6.74,N
32.57169,75.96583,303.95,1.25,1.11,2022-05-15,1709,T,34,6.1NRT,293.43,5.53,N
32.94337,74.47802,306.65,1.09,1.04,2022-05-15,1709,T,26,6.1NRT,279.59,7.72,N
32.94194,74.46658,308.64,1.09,1.04,2022-05-15,1709,T,48,6.1NRT,290.05,9.59,N
33.14809,74.3455,321.6,1.08,1.04,2022-05-15,1709,T,88,6.1NRT,289.55,22.13,N
33.13377,74.17887,323.45,1.07,1.03,2022-05-15,1709,T,42,6.1NRT,297.63,19.43,N
33.15564,74.12818,359.57,1.07,1.03,2022-05-15,1709,T,100,6.1NRT,290.37,93.17,N
33.15423,74.11697,315.57,1.07,1.03,2022-05-15,1709,T,56,6.1NRT,274.09,14.33,N
33.1921,74.34335,300.48,1.08,1.04,2022-05-15,1709,T,10,6.1NRT,281.23,7.13,N
33.17918,74.24016,317.01,1.08,1.04,2022-05-15,1709,T,94,6.1NRT,296.32,14.24,N
33.16481,74.12626,360.7,1.07,1.03,2022-05-15,1709,T,100,6.1NRT,295.08,95.82,N
33.16339,74.11505,348.53,1.07,1.03,2022-05-15,1709,T,100,6.1NRT,284.61,64.48,N
33.18275,74.19359,312.09,1.07,1.03,2022-05-15,1709,T,40,6.1NRT,297.83,9.44,N
33.37355,73.8968,305.75,1.05,1.03,2022-05-15,1709,T,53,6.1NRT,295.6,3.37,N
33.39804,73.86868,332.39,1.05,1.02,2022-05-15,1709,T,100,6.1NRT,300.21,29.7,N
33.39665,73.85786,355.29,1.05,1.02,2022-05-15,1709,T,100,6.1NRT,302.97,74.86,N
33.39529,73.84724,312.38,1.05,1.02,2022-05-15,1709,T,85,6.1NRT,300.21,6.85,N
33.40725,73.86755,317.29,1.05,1.02,2022-05-15,1709,T,95,6.1NRT,299.91,11.17,N
33.40582,73.85642,325.18,1.05,1.02,2022-05-15,1709,T,100,6.1NRT,300.19,19.33,N
33.42125,73.83093,312.63,1.05,1.02,2022-05-15,1709,T,85,6.1NRT,298.2,6.96,N
33.43032,73.82889,310.41,1.05,1.02,2022-05-15,1709,T,80,6.1NRT,295.8,5.68,N
33.42891,73.8179,307.78,1.05,1.02,2022-05-15,1709,T,67,6.1NRT,294.66,3.92,N
33.53335,74.29042,304.66,1.09,1.04,2022-05-15,1709,T,61,6.1NRT,283.84,8.63,N
33.53196,74.2792,306.35,1.09,1.04,2022-05-15,1709,T,68,6.1NRT,284.68,9.93,N
33.63897,73.95088,305.78,1.06,1.03,2022-05-15,1709,T,66,6.1NRT,286.32,6.34,N
33.63749,73.93938,304.09,1.06,1.03,2022-05-15,1709,T,58,6.1NRT,287.8,5.04,N
34.18515,72.93326,304.4,1.02,1.01,2022-05-15,1709,T,57,6.1NRT,290.39,4.15,N
34.37702,73.0632,306.2,1.02,1.01,2022-05-15,1709,T,67,6.1NRT,292.91,6.04,N
34.4173,73.08839,302.6,1.03,1.01,2022-05-15,1709,T,50,6.1NRT,290.35,4.7,N
34.41619,72.66846,303.89,1.01,1,2022-05-15,1709,T,31,6.1NRT,289.99,4.12,N
34.41472,72.6576,306.68,1.01,1,2022-05-15,1709,T,59,6.1NRT,290.31,6,N
34.50866,73.15504,313.69,1.03,1.01,2022-05-15,1709,T,84,6.1NRT,284.72,13.47,N
34.50721,73.14399,325.4,1.03,1.01,2022-05-15,1709,T,100,6.1NRT,286.6,25.37,N
34.50895,73.087,303.22,1.03,1.01,2022-05-15,1709,T,54,6.1NRT,289.66,5.57,N
15.17767,76.65633,302,1,1,2022-05-15,1705,T,31,6.1NRT,278.69,3.35,N
18.17622,54.61426,307.97,1.29,1.13,2022-05-15,1843,T,72,6.1NRT,292.47,10.47,N
23.79363,86.35287,304.7,1.3,1.13,2022-05-15,1953,A,61,6.1NRT,285.16,6.67,N
23.77807,86.3962,304.59,1.29,1.13,2022-05-15,1953,A,23,6.1NRT,285.93,5.98,N
23.68587,86.39542,301.7,1.29,1.13,2022-05-15,1953,A,31,6.1NRT,282.89,6.21,N
34.50993,73.15141,301.4,1.52,1.22,2022-05-15,2129,A,31,6.1NRT,287.22,9.37,N
33.40278,73.86896,309.87,1.78,1.31,2022-05-15,2129,A,69,6.1NRT,291.33,16.05,N
33.39154,73.8646,324.22,1.78,1.31,2022-05-15,2129,A,100,6.1NRT,291.02,43.99,N
33.3876,73.88456,313.67,1.78,1.31,2022-05-15,2129,A,64,6.1NRT,291.12,22.03,N
33.19173,74.33291,302.64,1.92,1.35,2022-05-15,2129,A,25,6.1NRT,291.65,8.86,N
33.18082,74.08087,311.75,1.85,1.33,2022-05-15,2129,A,83,6.1NRT,292.68,22.25,N
33.177,74.09954,318.51,1.86,1.33,2022-05-15,2129,A,97,6.1NRT,294.02,34.47,N
33.17314,74.11837,314.69,1.86,1.33,2022-05-15,2129,A,90,6.1NRT,294.83,26.1,N
33.18409,74.09415,315.51,1.86,1.33,2022-05-15,2129,A,91,6.1NRT,294.28,27.85,N
33.17226,74.09159,310.25,1.86,1.33,2022-05-15,2129,A,80,6.1NRT,293.18,17.77,N
33.16856,74.1102,316.87,1.86,1.33,2022-05-15,2129,A,94,6.1NRT,294.32,31.36,N
33.16471,74.12955,308.14,1.87,1.34,2022-05-15,2129,A,74,6.1NRT,294.83,15.03,N
31.35973,70.01659,305.12,1.18,1.08,2022-05-15,2129,A,47,6.1NRT,289.57,7.32,N
31.35803,70.02651,317.21,1.18,1.08,2022-05-15,2129,A,95,6.1NRT,288.67,18.86,N
31.34631,70.03697,308.92,1.18,1.08,2022-05-15,2129,A,76,6.1NRT,286.86,10.85,N
34.50751,73.14503,319.7,2.84,1.61,2022-05-16,0512,T,60,6.1NRT,296.49,40.02,D
34.43736,73.10396,319.15,2.86,1.61,2022-05-16,0512,T,54,6.1NRT,299.18,37.43,D
34.43552,73.09766,316.7,2.86,1.61,2022-05-16,0512,T,53,6.1NRT,298.74,30.76,D
33.54857,73.56577,327.69,2.6,1.55,2022-05-16,0512,T,79,6.1NRT,304.94,51.26,D
33.48851,73.7214,326.23,2.53,1.53,2022-05-16,0512,T,72,6.1NRT,306.59,35.4,D
33.40785,73.87406,325.54,2.47,1.51,2022-05-16,0512,T,71,6.1NRT,307.49,29.75,D
33.41395,73.8681,326.57,2.47,1.51,2022-05-16,0512,T,75,6.1NRT,307.93,32.75,D
33.22918,74.02944,324.52,2.4,1.49,2022-05-16,0512,T,71,6.1NRT,305.84,31.9,D
33.2179,73.99993,339.07,2.41,1.5,2022-05-16,0512,T,87,6.1NRT,305.36,98.61,D
33.21587,74.02637,338.63,2.4,1.49,2022-05-16,0512,T,87,6.1NRT,307.07,95.82,D
33.17727,74.35052,322.8,2.28,1.46,2022-05-16,0512,T,40,6.1NRT,306.22,21.16,D
33.22287,73.99466,326.05,2.41,1.5,2022-05-16,0512,T,73,6.1NRT,305.13,34.95,D
33.22068,74.02084,341.14,2.4,1.49,2022-05-16,0512,T,89,6.1NRT,307.07,112.12,D
33.20733,74.01851,329.44,2.4,1.49,2022-05-16,0512,T,78,6.1NRT,305.79,54.52,D
33.17993,74.3447,323.88,2.28,1.46,2022-05-16,0512,T,65,6.1NRT,305.96,27.6,D
33.18549,74.11944,321.32,2.36,1.48,2022-05-16,0512,T,50,6.1NRT,304.83,18.47,D
33.17416,74.09341,326.34,2.37,1.49,2022-05-16,0512,T,70,6.1NRT,305.94,38.48,D
33.17202,74.11964,329.67,2.36,1.48,2022-05-16,0512,T,78,6.1NRT,305.73,49.42,D
32.93594,74.46881,326.18,2.22,1.44,2022-05-16,0512,T,66,6.1NRT,307.27,29.49,D
32.87318,74.45331,340.01,2.22,1.44,2022-05-16,0512,T,87,6.1NRT,307.06,89.79,D
32.87115,74.47714,327.89,2.21,1.44,2022-05-16,0512,T,74,6.1NRT,307.6,35.06,D
32.16655,76.53199,324.15,1.59,1.24,2022-05-16,0512,T,69,6.1NRT,299.81,28.46,D
31.64997,72.4361,331.6,2.94,1.63,2022-05-16,0514,T,76,6.1NRT,308.21,65.75,D
31.64974,72.42864,330.05,2.94,1.63,2022-05-16,0514,T,74,6.1NRT,308.48,57.02,D
31.12927,75.99864,327.12,1.66,1.27,2022-05-16,0514,T,71,6.1NRT,305.87,14.08,D
30.90966,77.07329,321.54,1.42,1.18,2022-05-16,0514,T,62,6.1NRT,302.77,13.32,D
30.82978,77.11941,320.46,1.41,1.17,2022-05-16,0514,T,52,6.1NRT,303.58,10.24,D
30.83367,77.12734,326.16,1.4,1.17,2022-05-16,0514,T,73,6.1NRT,303.62,19.09,D
30.9169,76.28303,325.25,1.58,1.24,2022-05-16,0514,T,60,6.1NRT,303.11,14.55,D
30.37357,78.34287,318.82,1.2,1.09,2022-05-16,0514,T,34,6.1NRT,301.64,7.36,D
30.37212,78.35471,330.33,1.19,1.09,2022-05-16,0514,T,79,6.1NRT,300.62,23.3,D
30.36379,78.34196,331.06,1.2,1.09,2022-05-16,0514,T,79,6.1NRT,302.98,24.57,D
30.36244,78.353,325.57,1.19,1.09,2022-05-16,0514,T,72,6.1NRT,301.68,15.12,D
29.32611,79.69738,318.97,1.04,1.02,2022-05-16,0514,T,66,6.1NRT,301.81,7.88,D
29.2126,79.79398,322.57,1.04,1.02,2022-05-16,0514,T,71,6.1NRT,301.48,12.21,D
28.542,82.23294,315.59,1.04,1.02,2022-05-16,0514,T,46,6.1NRT,301.95,5.34,D
27.47838,79.82371,334.39,1.01,1.01,2022-05-16,0514,T,79,6.1NRT,311.11,14.78,D
27.06161,79.04243,332.04,1.05,1.02,2022-05-16,0514,T,71,6.1NRT,312.4,12.17,D
26.7061,79.94328,330.92,1.01,1,2022-05-16,0514,T,71,6.1NRT,306.13,10.22,D
26.63809,80.28808,325.97,1,1,2022-05-16,0514,T,38,6.1NRT,303.19,7.26,D
26.65328,79.06713,329.81,1.04,1.02,2022-05-16,0514,T,60,6.1NRT,306.73,11.3,D
26.27952,77.3688,337.61,1.2,1.09,2022-05-16,0514,T,76,6.1NRT,318.12,18.23,D
25.54891,81.09928,333.39,1.02,1.01,2022-05-16,0514,T,70,6.1NRT,311.25,10.73,D
25.8661,78.2205,335.66,1.09,1.04,2022-05-16,0514,T,61,6.1NRT,317.01,14.91,D
25.75659,78.09145,336.1,1.1,1.05,2022-05-16,0514,T,74,6.1NRT,317.66,14.61,D
25.77954,76.71976,334.85,1.28,1.12,2022-05-16,0514,T,69,6.1NRT,314.65,16.37,D
25.35743,76.84359,340.26,1.25,1.11,2022-05-16,0514,T,80,6.1NRT,317.7,24.79,D
25.34749,76.84215,335.26,1.25,1.11,2022-05-16,0514,T,70,6.1NRT,318.22,14.37,D
25.20758,75.99953,331.87,1.39,1.17,2022-05-16,0514,T,58,6.1NRT,314.96,13.54,D
24.67686,79.45091,333.77,1.01,1,2022-05-16,0514,T,32,6.1NRT,309.96,11.77,D
24.4662,80.44849,335.01,1.01,1,2022-05-16,0514,T,76,6.1NRT,311.15,12.85,D
24.89227,77.15302,331.51,1.19,1.09,2022-05-16,0514,T,57,6.1NRT,311.79,11.02,D
24.36713,77.89249,334.85,1.09,1.04,2022-05-16,0514,T,66,6.1NRT,314.33,13.25,D
24.28334,77.68734,335.46,1.11,1.05,2022-05-16,0514,T,71,6.1NRT,317.01,13.55,D
24.48572,75.88411,332.13,1.39,1.17,2022-05-16,0514,T,65,6.1NRT,315.52,14.55,D
23.83365,79.09849,330.56,1.01,1,2022-05-16,0514,T,57,6.1NRT,309.94,7.94,D
23.83226,79.10827,329.77,1.01,1,2022-05-16,0514,T,51,6.1NRT,308.96,7.33,D
23.55483,77.45411,333.89,1.12,1.05,2022-05-16,0514,T,66,6.1NRT,317.34,9.11,D
23.73468,75.72472,332.13,1.39,1.17,2022-05-16,0514,T,62,6.1NRT,315.31,13.63,D
23.73306,75.73818,330.69,1.38,1.16,2022-05-16,0514,T,48,6.1NRT,315.11,11.37,D
23.2506,78.85947,331.69,1.01,1.01,2022-05-16,0514,T,61,6.1NRT,310.43,9.49,D
23.28659,77.9389,343.83,1.07,1.03,2022-05-16,0514,T,85,6.1NRT,319.99,22.97,D
22.97293,77.61098,331.51,1.09,1.04,2022-05-16,0514,T,30,6.1NRT,310.5,8,D
22.72543,77.03907,331.42,1.14,1.07,2022-05-16,0514,T,33,6.1NRT,307.63,11.97,D
22.3594,77.10453,336.14,1.13,1.06,2022-05-16,0514,T,71,6.1NRT,314.89,20.51,D
22.25291,77.69025,332.91,1.07,1.03,2022-05-16,0514,T,69,6.1NRT,312.73,9.8,D
22.13595,77.54436,339.44,1.08,1.04,2022-05-16,0514,T,81,6.1NRT,313.32,20.24,D
22.2938,76.18989,337.35,1.25,1.11,2022-05-16,0514,T,72,6.1NRT,314.11,23.96,D
22.05093,77.28061,339.4,1.1,1.05,2022-05-16,0514,T,80,6.1NRT,315.64,19.69,D
21.84581,76.10832,334.85,1.25,1.11,2022-05-16,0514,T,69,6.1NRT,315.91,10.97,D
17.11868,82.36198,314.52,1.46,1.19,2022-05-16,0516,T,0,6.1NRT,295.76,12.98,D
17.57663,78.47237,324.46,1,1,2022-05-16,0516,T,66,6.1NRT,302.91,9.4,D
15.93936,80.0189,320.22,1.11,1.05,2022-05-16,0516,T,50,6.1NRT,298.76,9.28,D
16.02062,76.74395,327.52,1.04,1.02,2022-05-16,0516,T,60,6.1NRT,304.22,7.52,D
15.97313,76.88293,325.92,1.03,1.01,2022-05-16,0516,T,47,6.1NRT,301.72,7.21,D
15.66197,76.93433,327.36,1.02,1.01,2022-05-16,0516,T,62,6.1NRT,303.03,8.74,D
14.00113,78.09274,318.2,1.01,1,2022-05-16,0516,T,33,6.1NRT,288.1,7.12,D
14.05631,99.80008,322.44,1.03,1.01,2022-05-16,0646,A,71,6.1NRT,297.48,7.95,D
14.41062,100.58822,317.26,1,1,2022-05-16,0646,A,25,6.1NRT,294.76,5.06,D
14.70291,99.37599,327.34,1.05,1.02,2022-05-16,0646,A,76,6.1NRT,294.21,17.36,D
14.9552,100.08347,319.85,1.01,1,2022-05-16,0646,A,60,6.1NRT,298.53,6.68,D
15.62463,100.57307,318.19,1,1,2022-05-16,0646,A,51,6.1NRT,296.86,5.25,D
15.59759,98.23478,318.5,1.14,1.06,2022-05-16,0646,A,26,6.1NRT,293.23,13.09,D
16.17483,99.72798,319.16,1.01,1.01,2022-05-16,0646,A,61,6.1NRT,298.25,6.53,D
16.44769,100.33615,323.43,1,1,2022-05-16,0646,A,53,6.1NRT,301.24,8.39,D
16.57676,100.47091,329.94,1,1,2022-05-16,0646,A,67,6.1NRT,303.92,9.47,D
16.85083,99.25227,320.66,1.03,1.01,2022-05-16,0646,A,67,6.1NRT,298.67,6.47,D
16.84941,99.24277,325.83,1.03,1.01,2022-05-16,0646,A,75,6.1NRT,298.7,12.37,D
16.87566,98.87025,323.83,1.05,1.02,2022-05-16,0646,A,72,6.1NRT,297.53,15.6,D
17.41668,96.21424,316.57,1.4,1.17,2022-05-16,0646,A,68,6.1NRT,295.48,10.44,D
17.40074,95.98699,318.49,1.45,1.19,2022-05-16,0646,A,58,6.1NRT,292.16,12.28,D
17.39852,95.97357,325.23,1.45,1.19,2022-05-16,0646,A,79,6.1NRT,293.36,23.38,D
19.6159,100.61038,317.46,1.03,1.01,2022-05-16,0646,A,34,6.1NRT,294.4,8.22,D
19.25442,97.88501,318.51,1.08,1.04,2022-05-16,0646,A,69,6.1NRT,297.02,10.47,D
19.38455,98.25738,316.64,1.05,1.02,2022-05-16,0646,A,57,6.1NRT,297.25,7.55,D
19.72607,99.24837,323.12,1,1,2022-05-16,0646,A,53,6.1NRT,297.29,10.94,D
19.76513,99.32877,334.71,1,1,2022-05-16,0646,A,82,6.1NRT,297.06,25.51,D
19.76376,99.31937,326.19,1,1,2022-05-16,0646,A,59,6.1NRT,297.49,15.51,D
19.77267,99.31789,325.94,1,1,2022-05-16,0646,A,66,6.1NRT,298.09,14.63,D
19.7713,99.3085,319.38,1,1,2022-05-16,0646,A,32,6.1NRT,296.73,7.93,D
19.7761,99.27874,324.55,1,1,2022-05-16,0646,A,75,6.1NRT,298.37,13.29,D
19.79321,99.3338,330.19,1,1,2022-05-16,0646,A,78,6.1NRT,296.45,18.73,D
20.35715,99.47451,315.46,1,1,2022-05-16,0646,A,47,6.1NRT,291.44,7.43,D
20.45961,99.60588,320.14,1,1,2022-05-16,0646,A,67,6.1NRT,295.16,9.99,D
20.45826,99.59644,324,1,1,2022-05-16,0646,A,77,6.1NRT,295.97,13.36,D
20.75683,100.27814,321.03,1.02,1.01,2022-05-16,0646,A,74,6.1NRT,294.81,11.8,D
22.02485,99.02214,313.94,1,1,2022-05-16,0648,A,64,6.1NRT,294.63,6.24,D
22.02348,99.0126,316.34,1,1,2022-05-16,0648,A,69,6.1NRT,295.2,8.3,D
21.80729,92.91947,331.7,1.96,1.37,2022-05-16,0648,A,85,6.1NRT,288.87,68.83,D
21.80429,92.90285,314.83,1.97,1.37,2022-05-16,0648,A,28,6.1NRT,287.78,19.07,D
21.81061,92.91462,350.96,1.96,1.37,2022-05-16,0648,A,96,6.1NRT,288.76,158.32,D
21.79103,92.74208,310.91,2.02,1.39,2022-05-16,0648,A,53,6.1NRT,286.79,11.12,D
21.80675,92.75819,334.3,2.02,1.38,2022-05-16,0648,A,87,6.1NRT,287.93,78,D
21.80327,92.73946,355.72,2.02,1.39,2022-05-16,0648,A,98,6.1NRT,290.76,193.55,D
38.73725,62.18093,334.77,1.17,1.08,2022-05-16,0648,T,45,6.1NRT,321.24,14.09,D
38.00013,58.5442,344,1,1,2022-05-16,0650,T,89,6.1NRT,315.73,33.85,D
36.26611,59.67885,326.43,1.04,1.02,2022-05-16,0650,T,34,6.1NRT,305.03,9.67,D
35.31403,60.89153,326.12,1.16,1.07,2022-05-16,0650,T,52,6.1NRT,313.37,4.47,D
35.27315,60.03075,324.76,1.08,1.04,2022-05-16,0650,T,42,6.1NRT,310.89,5.71,D
35.31999,59.68523,325.79,1.05,1.02,2022-05-16,0650,T,53,6.1NRT,309.52,8.65,D
31.54778,60.04029,332.13,1.19,1.09,2022-05-16,0652,T,52,6.1NRT,316.83,10.85,D
7.532,81.25581,323.08,1.38,1.16,2022-05-16,0824,A,76,6.1NRT,295.65,15.55,D
7.5424,81.25433,325.66,1.38,1.16,2022-05-16,0824,A,78,6.1NRT,295.14,18.79,D
7.53893,81.26189,320.23,1.39,1.17,2022-05-16,0824,A,34,6.1NRT,294.9,9.91,D
7.53728,81.2494,325.51,1.38,1.16,2022-05-16,0824,A,79,6.1NRT,296.12,18.57,D
9.54264,80.37722,321.57,1.29,1.13,2022-05-16,0824,A,0,6.1NRT,286.72,18.3,D
15.56504,76.79726,338.62,1.03,1.01,2022-05-16,0824,A,80,6.1NRT,308.15,21.2,D
15.75029,77.27601,339.87,1.06,1.03,2022-05-16,0824,A,65,6.1NRT,307.58,24.92,D
16.34398,80.68179,332.18,1.68,1.28,2022-05-16,0824,A,70,6.1NRT,305.49,27.91,D
