latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
32.64915,74.61132,337.54,1.79,1.31,2022-05-14,0841,A,72,6.1NRT,321.4,32.79,D
32.50011,72.00998,336.91,1.25,1.11,2022-05-14,0841,A,74,6.1NRT,322.49,19.5,D
32.60786,72.24621,349.27,1.29,1.13,2022-05-14,0841,A,91,6.1NRT,316.49,55.91,D
32.97379,74.20379,334.21,1.7,1.28,2022-05-14,0841,A,73,6.1NRT,322.06,23.7,D
33.14685,74.31837,331.55,1.74,1.29,2022-05-14,0841,A,48,6.1NRT,316.02,24.85,D
33.15826,74.31532,336.31,1.74,1.29,2022-05-14,0841,A,72,6.1NRT,314.55,41.15,D
33.15575,74.32936,332.86,1.74,1.29,2022-05-14,0841,A,72,6.1NRT,313.28,33.88,D
33.15403,74.31093,338.09,1.74,1.29,2022-05-14,0841,A,81,6.1NRT,315.83,50,D
33.17478,74.16177,331.25,1.7,1.28,2022-05-14,0841,A,58,6.1NRT,319.16,21.73,D
33.17461,73.92733,339.47,1.64,1.26,2022-05-14,0841,A,81,6.1NRT,316.05,42.56,D
33.17291,73.9104,335.56,1.64,1.26,2022-05-14,0841,A,74,6.1NRT,319.24,29.11,D
33.22718,74.33922,329.94,1.75,1.3,2022-05-14,0841,A,60,6.1NRT,318.12,20.8,D
33.20849,74.03938,327.84,1.67,1.27,2022-05-14,0841,A,45,6.1NRT,315.56,15.44,D
33.4279,73.83677,336.31,1.63,1.26,2022-05-14,0841,A,78,6.1NRT,319.24,30.62,D
33.42255,73.78342,332.52,1.62,1.25,2022-05-14,0841,A,60,6.1NRT,319.88,15.09,D
33.46612,73.77242,333.19,1.62,1.25,2022-05-14,0841,A,58,6.1NRT,319.9,18.33,D
33.51274,73.78384,341.31,1.62,1.25,2022-05-14,0841,A,76,6.1NRT,322.51,43.07,D
33.48691,73.52845,334.71,1.57,1.23,2022-05-14,0841,A,70,6.1NRT,317.68,23.58,D
33.48524,73.51212,344.67,1.56,1.23,2022-05-14,0841,A,87,6.1NRT,320.91,55.14,D
33.49624,73.51034,334.26,1.56,1.23,2022-05-14,0841,A,68,6.1NRT,319.63,22.41,D
33.56831,73.42557,332.81,1.55,1.23,2022-05-14,0841,A,68,6.1NRT,320.93,18.1,D
33.65735,73.52378,336.87,1.57,1.24,2022-05-14,0841,A,80,6.1NRT,313.75,41.04,D
33.66821,73.52037,331.05,1.57,1.24,2022-05-14,0841,A,69,6.1NRT,312.8,25.34,D
33.65979,73.43775,331.4,1.55,1.23,2022-05-14,0841,A,67,6.1NRT,316.18,23.17,D
33.67061,73.43466,335.87,1.55,1.23,2022-05-14,0841,A,78,6.1NRT,315.18,33.78,D
33.69271,73.43259,326.83,1.55,1.23,2022-05-14,0841,A,26,6.1NRT,314.67,12.52,D
33.7167,73.42275,326.62,1.55,1.23,2022-05-14,0841,A,15,6.1NRT,314.09,13.67,D
33.75866,73.39715,331.5,1.55,1.23,2022-05-14,0841,A,70,6.1NRT,310.92,28.46,D
33.75719,73.38279,336.18,1.55,1.23,2022-05-14,0841,A,80,6.1NRT,314.12,40.83,D
33.82101,73.23469,338.91,1.52,1.22,2022-05-14,0841,A,84,6.1NRT,313.96,48.5,D
33.81924,73.21762,326.5,1.51,1.21,2022-05-14,0841,A,60,6.1NRT,314.18,16.64,D
33.8338,72.94269,341.69,1.46,1.19,2022-05-14,0841,A,73,6.1NRT,319.3,39.87,D
33.85583,73.10676,333.47,1.49,1.21,2022-05-14,0841,A,77,6.1NRT,315.88,28.23,D
33.83968,72.94886,332.76,1.46,1.19,2022-05-14,0841,A,63,6.1NRT,318.16,18.81,D
33.8383,72.93548,336.95,1.46,1.19,2022-05-14,0841,A,70,6.1NRT,320.56,27.45,D
33.73803,71.99911,343.68,1.29,1.13,2022-05-14,0841,A,83,6.1NRT,323.24,37.64,D
33.73643,71.98471,349.9,1.29,1.13,2022-05-14,0841,A,93,6.1NRT,322.87,54.63,D
33.74801,71.99672,334.8,1.29,1.13,2022-05-14,0841,A,74,6.1NRT,319.12,15.92,D
33.74652,71.98331,345.05,1.29,1.13,2022-05-14,0841,A,89,6.1NRT,320.87,40.85,D
34.33804,73.61279,322.66,1.63,1.26,2022-05-14,0843,A,45,6.1NRT,305.63,21.16,D
34.40414,73.48608,332.47,1.6,1.25,2022-05-14,0843,A,79,6.1NRT,315.89,30.22,D
34.4919,73.12076,340.42,1.53,1.22,2022-05-14,0843,A,87,6.1NRT,313.23,48.05,D
34.49299,73.11372,339.63,1.53,1.22,2022-05-14,0843,A,86,6.1NRT,312.63,48.42,D
31.29006,76.97979,307.55,1.93,1.36,2022-05-14,1624,T,72,6.1NRT,296.2,15.44,N
31.30148,76.97424,310.84,1.93,1.36,2022-05-14,1624,T,81,6.1NRT,296.94,20.26,N
31.5814,76.50824,313.19,2.04,1.39,2022-05-14,1626,T,87,6.1NRT,298.96,24.69,N
31.57702,76.48648,312.52,2.04,1.39,2022-05-14,1626,T,85,6.1NRT,298.6,23.9,N
31.58921,76.48305,315.46,2.04,1.39,2022-05-14,1626,T,91,6.1NRT,298.47,31.05,N
32.35485,75.98934,308.55,2.12,1.41,2022-05-14,1626,T,75,6.1NRT,297.72,17.84,N
33.14122,74.95549,308.86,2.37,1.49,2022-05-14,1626,T,76,6.1NRT,297.17,22.73,N
33.56641,73.75962,307.85,2.76,1.59,2022-05-14,1626,T,73,6.1NRT,297.39,23.73,N
33.66605,73.49927,307.89,2.86,1.61,2022-05-14,1626,T,58,6.1NRT,297.11,21.62,N
33.72272,73.41541,310.51,2.88,1.62,2022-05-14,1626,T,80,6.1NRT,296.97,31.1,N
33.72431,73.40845,307.73,2.88,1.62,2022-05-14,1626,T,72,6.1NRT,296.7,24.26,N
33.80611,73.15337,310.08,2.99,1.64,2022-05-14,1626,T,79,6.1NRT,295.67,33.02,N
33.80662,73.14703,306.88,2.99,1.64,2022-05-14,1626,T,70,6.1NRT,295.19,22.78,N
20.79764,85.25416,310.91,1.02,1.01,2022-05-14,1622,T,72,6.1NRT,298.99,5.78,N
20.96243,85.18412,311.87,1.02,1.01,2022-05-14,1622,T,76,6.1NRT,299.58,6.78,N
20.961,85.17442,317.77,1.02,1.01,2022-05-14,1622,T,94,6.1NRT,300.03,11.44,N
20.95957,85.1647,311.06,1.02,1.01,2022-05-14,1622,T,67,6.1NRT,299.3,5.56,N
21.76419,84.02129,313.4,1.09,1.04,2022-05-14,1622,T,83,6.1NRT,298.8,7.75,N
23.14179,77.31753,313.31,2.78,1.59,2022-05-14,1624,T,84,6.1NRT,296.83,31.77,N
24.16735,82.67785,310.44,1.17,1.08,2022-05-14,1624,T,69,6.1NRT,295.06,7.49,N
24.16496,80.67171,311.72,1.53,1.22,2022-05-14,1624,T,77,6.1NRT,299.67,10.2,N
24.46469,81.41852,307.58,1.36,1.15,2022-05-14,1624,T,53,6.1NRT,295.02,7.77,N
24.62478,80.44475,307.27,1.55,1.23,2022-05-14,1624,T,55,6.1NRT,296.36,9.02,N
28.06202,81.30066,311.66,1.22,1.1,2022-05-14,1624,T,80,6.1NRT,300.19,8.79,N
28.06504,81.30705,312.04,1.21,1.1,2022-05-14,1624,T,82,6.1NRT,300.32,9.1,N
21.9772,100.70111,301.46,1.01,1,2022-05-14,1910,A,33,6.1NRT,289.11,4.83,N
33.8097,73.16652,306.06,1.57,1.24,2022-05-14,2046,A,67,6.1NRT,295.75,9.51,N
33.73441,73.43304,316.37,1.51,1.21,2022-05-14,2046,A,93,6.1NRT,297,22.31,N
33.69823,73.46255,308.99,1.5,1.21,2022-05-14,2046,A,76,6.1NRT,296.87,11.36,N
33.63465,73.75504,305.46,1.44,1.19,2022-05-14,2046,A,64,6.1NRT,294.7,8.85,N
33.56448,73.7681,307.16,1.44,1.19,2022-05-14,2046,A,71,6.1NRT,295.89,10.17,N
33.24957,76.13654,301.9,1.1,1.04,2022-05-14,2046,A,39,6.1NRT,287.24,9.03,N
33.32137,74.31738,305.46,1.33,1.14,2022-05-14,2046,A,64,6.1NRT,293.41,9.05,N
33.14461,74.96105,319.75,1.23,1.1,2022-05-14,2046,A,99,6.1NRT,295.44,22.1,N
33.20185,74.0368,303.57,1.37,1.16,2022-05-14,2046,A,43,6.1NRT,292.5,5.38,N
33.16909,74.32388,309.95,1.32,1.14,2022-05-14,2046,A,79,6.1NRT,297.01,10.42,N
33.15731,74.33608,308.43,1.32,1.14,2022-05-14,2046,A,55,6.1NRT,297.14,9,N
33.00078,74.96726,318.08,1.22,1.1,2022-05-14,2046,A,96,6.1NRT,296.52,18.65,N
32.56902,75.91999,310.64,1.1,1.05,2022-05-14,2046,A,81,6.1NRT,295.24,9.31,N
32.06964,75.09104,318.08,1.18,1.08,2022-05-14,2046,A,96,6.1NRT,296.04,19.47,N
31.59473,76.483,317.08,1.04,1.02,2022-05-14,2046,A,94,6.1NRT,298.21,12.69,N
31.59325,76.49393,319.25,1.04,1.02,2022-05-14,2046,A,98,6.1NRT,299.43,14.54,N
31.45969,77.44725,303.82,1,1,2022-05-14,2046,A,57,6.1NRT,290.74,6.63,N
31.57361,76.50151,308.29,1.04,1.02,2022-05-14,2046,A,18,6.1NRT,297.58,5.8,N
31.51166,76.61679,311.86,1.03,1.02,2022-05-14,2046,A,84,6.1NRT,295.99,10.16,N
31.49962,76.63676,317.13,1.03,1.01,2022-05-14,2046,A,94,6.1NRT,298.45,14.21,N
31.49817,76.64735,313.9,1.03,1.01,2022-05-14,2046,A,88,6.1NRT,298.01,11.34,N
31.30445,76.97993,314.22,1.01,1.01,2022-05-14,2046,A,89,6.1NRT,295.95,11.88,N
31.30299,76.99032,310.87,1.01,1.01,2022-05-14,2046,A,81,6.1NRT,295.95,9.19,N
31.29536,76.97886,304.35,1.01,1.01,2022-05-14,2046,A,60,6.1NRT,293.86,5.17,N
31.29394,76.98904,313.79,1.01,1.01,2022-05-14,2046,A,88,6.1NRT,295.74,11.85,N
31.0038,77.85454,308.21,1,1,2022-05-14,2046,A,74,6.1NRT,292.28,8.83,N
31.36656,70.02412,305.94,2.36,1.48,2022-05-14,2046,A,66,6.1NRT,284.45,18.7,N
31.36482,70.04503,314.75,2.35,1.48,2022-05-14,2046,A,90,6.1NRT,286.64,39.52,N
31.36747,70.0417,313.12,2.35,1.48,2022-05-14,2046,A,86,6.1NRT,282.28,35.28,N
30.59923,70.09163,313.8,2.28,1.46,2022-05-14,2046,A,88,6.1NRT,296.55,31.73,N
24.54434,81.02531,307.4,1.57,1.24,2022-05-14,2049,A,68,6.1NRT,294.14,12.17,N
23.92943,77.14416,310.4,1.03,1.02,2022-05-14,2049,A,62,6.1NRT,291.54,13.36,N
22.16047,77.86733,302.85,1.13,1.06,2022-05-14,2049,A,49,6.1NRT,285.86,4.51,N
21.97606,78.04446,305.92,1.16,1.07,2022-05-14,2049,A,64,6.1NRT,288.9,6.59,N
18.69032,73.03624,306.54,1.07,1.03,2022-05-14,2049,A,68,6.1NRT,296.15,5.25,N
18.68891,73.04629,314.7,1.07,1.03,2022-05-14,2049,A,90,6.1NRT,295.93,12.1,N
15.17894,76.65897,303.84,1.2,1.09,2022-05-14,2051,A,38,6.1NRT,286.61,5.76,N
18.18167,54.61842,305.98,1.58,1.24,2022-05-14,2229,A,66,6.1NRT,291.77,12.81,N
12.31424,79.99508,317.71,2.87,1.62,2022-05-15,0434,T,0,6.1NRT,288.74,25.39,D
39.68874,98.5819,320.85,1.23,1.1,2022-05-15,0427,T,39,6.1NRT,305.61,7.39,D
39.53551,98.56676,324.93,1.24,1.11,2022-05-15,0427,T,71,6.1NRT,310.19,11.16,D
39.53301,98.58088,325.49,1.24,1.11,2022-05-15,0427,T,72,6.1NRT,309.69,12.05,D
34.5196,87.69204,311.11,1.63,1.26,2022-05-15,0429,T,57,6.1NRT,293.84,12.59,D
34.51988,87.68615,310.54,1.63,1.26,2022-05-15,0429,T,32,6.1NRT,293.79,9.13,D
27.42093,81.42366,321.96,3.53,1.77,2022-05-15,0432,T,51,6.1NRT,302.76,49.37,D
23.39336,99.52033,313.46,3.14,1.68,2022-05-15,0432,T,69,6.1NRT,290.74,42.27,D
20.96089,85.17542,320.69,1.56,1.23,2022-05-15,0432,T,56,6.1NRT,298.07,12.26,D
33.00322,74.96198,332.79,1.94,1.36,2022-05-15,0608,T,69,6.1NRT,306.77,55.14,D
32.819,74.70126,332.35,1.88,1.34,2022-05-15,0608,T,44,6.1NRT,316.09,26.52,D
32.55959,75.95083,323.64,2.3,1.47,2022-05-15,0608,T,66,6.1NRT,301.3,43.42,D
32.56211,75.94769,328.33,2.3,1.47,2022-05-15,0608,T,73,6.1NRT,302.09,59.52,D
33.32985,71.8365,333.85,1.25,1.11,2022-05-15,0608,T,75,6.1NRT,317.85,15.2,D
32.7826,74.66499,333.98,1.87,1.34,2022-05-15,0608,T,81,6.1NRT,316.65,31.6,D
32.75864,74.47649,340.62,1.82,1.32,2022-05-15,0608,T,85,6.1NRT,315.76,59.14,D
32.75274,74.46844,333.34,1.82,1.32,2022-05-15,0608,T,79,6.1NRT,315.13,33.21,D
32.74904,74.4874,333.77,1.83,1.32,2022-05-15,0608,T,80,6.1NRT,316.42,34.25,D
32.67977,74.58911,331.69,1.86,1.33,2022-05-15,0608,T,55,6.1NRT,313.34,32.15,D
32.65251,74.66335,331.01,1.89,1.34,2022-05-15,0608,T,73,6.1NRT,315.75,22.91,D
32.50475,74.40755,331.1,1.83,1.32,2022-05-15,0610,T,74,6.1NRT,315.43,24.93,D
32.82608,71.52847,334.35,1.23,1.1,2022-05-15,0610,T,71,6.1NRT,319.2,12.1,D
32.38318,73.9695,331.37,1.73,1.29,2022-05-15,0610,T,61,6.1NRT,314.64,20.98,D
32.33966,73.58601,330.19,1.64,1.26,2022-05-15,0610,T,63,6.1NRT,313.32,21.18,D
32.05977,74.95073,330.83,2.03,1.39,2022-05-15,0610,T,76,6.1NRT,313.73,25.67,D
32.09357,74.472,335.62,1.89,1.34,2022-05-15,0610,T,81,6.1NRT,315.32,31.93,D
32.08868,74.46487,331.51,1.89,1.34,2022-05-15,0610,T,75,6.1NRT,315.31,20.27,D
32.27425,73.31832,333.89,1.58,1.24,2022-05-15,0610,T,72,6.1NRT,312.95,26.21,D
32.27115,73.33468,335.9,1.58,1.24,2022-05-15,0610,T,76,6.1NRT,313.52,32.45,D
32.22993,73.55102,333.89,1.64,1.26,2022-05-15,0610,T,73,6.1NRT,314.63,26.34,D
32.5037,72.01366,335.94,1.32,1.14,2022-05-15,0610,T,74,6.1NRT,318.31,26.64,D
32.4936,72.01158,330.42,1.32,1.14,2022-05-15,0610,T,38,6.1NRT,315.07,14.17,D
32.3371,72.80582,328.98,1.47,1.2,2022-05-15,0610,T,37,6.1NRT,311.55,20.58,D
31.50331,76.64346,323.32,2.71,1.58,2022-05-15,0610,T,66,6.1NRT,305.25,40.23,D
32.39333,71.82319,334.68,1.29,1.13,2022-05-15,0610,T,70,6.1NRT,320.79,16.88,D
31.84431,73.31321,338.48,1.61,1.25,2022-05-15,0610,T,79,6.1NRT,317.85,37.84,D
31.37296,75.24682,327.92,2.2,1.44,2022-05-15,0610,T,71,6.1NRT,310.51,22.82,D
30.9475,75.61942,331.33,2.39,1.49,2022-05-15,0610,T,75,6.1NRT,314.06,36.63,D
31.06313,74.74043,330.92,2.07,1.4,2022-05-15,0610,T,72,6.1NRT,314.4,23.91,D
30.83971,75.68642,330,2.43,1.5,2022-05-15,0610,T,73,6.1NRT,311.15,33.24,D
31.50026,72.29989,334.6,1.42,1.18,2022-05-15,0610,T,69,6.1NRT,318.43,18.98,D
30.69035,74.54819,335.05,2.05,1.39,2022-05-15,0610,T,77,6.1NRT,317.14,30.34,D
30.68883,74.54118,333.77,2.05,1.39,2022-05-15,0610,T,75,6.1NRT,317.22,24.96,D
30.51758,74.01904,332.31,1.91,1.35,2022-05-15,0610,T,68,6.1NRT,314.44,25.22,D
30.47408,74.08373,331.46,1.93,1.36,2022-05-15,0610,T,66,6.1NRT,313.45,23.9,D
31.10113,70.5864,339.25,1.18,1.08,2022-05-15,0610,T,75,6.1NRT,320.89,19.44,D
31.09908,70.59851,339.07,1.18,1.08,2022-05-15,0610,T,67,6.1NRT,322.16,18.72,D
30.46136,73.95807,338.07,1.9,1.35,2022-05-15,0610,T,79,6.1NRT,315.94,45.31,D
30.45756,73.97729,331.82,1.9,1.35,2022-05-15,0610,T,66,6.1NRT,314.5,21.73,D
30.43387,73.97107,337.99,1.9,1.35,2022-05-15,0610,T,79,6.1NRT,315.75,43.36,D
30.42949,73.96356,337.76,1.9,1.35,2022-05-15,0610,T,79,6.1NRT,315.71,44.36,D
30.51208,71.31446,344.13,1.3,1.13,2022-05-15,0610,T,86,6.1NRT,327.28,22.18,D
28.44031,68.09558,342.17,1.03,1.01,2022-05-15,0610,T,84,6.1NRT,319.39,23.11,D
27.36146,70.41409,355.02,1.31,1.13,2022-05-15,0610,T,96,6.1NRT,323.79,68.85,D
27.35925,70.42702,362.6,1.31,1.14,2022-05-15,0610,T,100,6.1NRT,323.64,97.96,D
27.39071,67.71404,339.36,1.02,1.01,2022-05-15,0610,T,81,6.1NRT,323.73,13.54,D
18.63082,100.46002,310.33,3.97,1.85,2022-05-15,0603,A,58,6.1NRT,288.87,38.47,D
19.35336,71.30795,311.24,2.12,1.41,2022-05-15,0612,T,47,6.1NRT,296.36,17.18,D
19.35276,71.30219,311,2.12,1.41,2022-05-15,0612,T,45,6.1NRT,296.31,15.91,D
19.75493,100.58083,308.93,3.68,1.8,2022-05-15,0605,A,50,6.1NRT,288.85,30.5,D
19.74775,100.57598,309.83,3.68,1.8,2022-05-15,0605,A,50,6.1NRT,289.23,29.45,D
20.75067,101.55258,314.78,2.97,1.64,2022-05-15,0605,A,50,6.1NRT,292.56,38.26,D
39.84932,98.26447,326.83,1.76,1.3,2022-05-15,0610,A,57,6.1NRT,312.31,21.54,D
18.83875,82.88735,324.75,1.22,1.1,2022-05-15,0744,A,67,6.1NRT,302.98,14.45,D
18.83692,82.87597,322.18,1.22,1.1,2022-05-15,0744,A,60,6.1NRT,303.34,10.35,D
18.45147,80.45419,330.75,1.79,1.31,2022-05-15,0744,A,0,6.1NRT,305.57,23.1,D
18.9509,82.8261,326.23,1.23,1.1,2022-05-15,0744,A,49,6.1NRT,303.48,14.53,D
19.09697,83.69239,328.68,1.11,1.05,2022-05-15,0744,A,74,6.1NRT,302.39,15.12,D
19.09534,83.68184,323.51,1.11,1.05,2022-05-15,0744,A,52,6.1NRT,302.78,8.08,D
19.35994,83.66077,324.5,1.11,1.05,2022-05-15,0744,A,64,6.1NRT,303.65,10.14,D
19.40334,83.6576,325.36,1.11,1.05,2022-05-15,0744,A,66,6.1NRT,303.25,11.78,D
19.65548,84.03024,319.51,1.07,1.03,2022-05-15,0744,A,47,6.1NRT,301.19,9.49,D
19.53306,83.18759,335.47,1.16,1.07,2022-05-15,0744,A,82,6.1NRT,303.35,30.72,D
19.53135,83.17686,324.34,1.16,1.07,2022-05-15,0744,A,62,6.1NRT,304.08,13.17,D
19.68305,84.08746,319.34,1.06,1.03,2022-05-15,0744,A,40,6.1NRT,301.72,7.55,D
19.6815,84.07734,320.32,1.06,1.03,2022-05-15,0744,A,52,6.1NRT,301.74,8.61,D
19.54263,83.18631,321.98,1.16,1.07,2022-05-15,0744,A,45,6.1NRT,301.96,10.06,D
19.7177,84.25346,318.32,1.05,1.02,2022-05-15,0744,A,37,6.1NRT,300.06,8.41,D
19.71621,84.24366,321.69,1.05,1.02,2022-05-15,0744,A,61,6.1NRT,299.85,11.95,D
19.70577,84.17496,338.7,1.05,1.03,2022-05-15,0744,A,86,6.1NRT,302.51,33.74,D
19.76941,83.98356,325.05,1.07,1.03,2022-05-15,0744,A,58,6.1NRT,302.9,12.68,D
19.78475,83.96087,324.92,1.07,1.03,2022-05-15,0744,A,59,6.1NRT,302.46,11.87,D
19.7749,83.61025,337.42,1.1,1.05,2022-05-15,0744,A,84,6.1NRT,305.15,28.78,D
19.7733,83.60004,338.99,1.1,1.05,2022-05-15,0744,A,86,6.1NRT,305.86,31.09,D
19.87166,83.92924,324.7,1.07,1.03,2022-05-15,0744,A,62,6.1NRT,304.03,10.91,D
19.81178,83.53984,331,1.11,1.05,2022-05-15,0744,A,66,6.1NRT,306.41,16.71,D
19.85887,83.67468,323.55,1.09,1.04,2022-05-15,0744,A,39,6.1NRT,304,10.11,D
19.86932,83.61981,340.14,1.1,1.05,2022-05-15,0744,A,87,6.1NRT,304.96,35.2,D
19.86767,83.60925,329.47,1.1,1.05,2022-05-15,0744,A,73,6.1NRT,304.34,17.11,D
19.86277,83.57799,356.54,1.1,1.05,2022-05-15,0744,A,98,6.1NRT,305.85,72.78,D
19.91812,83.8726,348.42,1.07,1.03,2022-05-15,0744,A,93,6.1NRT,306.09,48.62,D
19.91655,83.86244,329.26,1.07,1.03,2022-05-15,0744,A,74,6.1NRT,305.53,14.28,D
19.87861,83.61819,326.31,1.1,1.05,2022-05-15,0744,A,64,6.1NRT,305.43,12.34,D
19.86883,83.55567,327.93,1.1,1.05,2022-05-15,0744,A,72,6.1NRT,305.82,14.35,D
19.43096,80.90298,325,1.59,1.24,2022-05-15,0744,A,56,6.1NRT,301.7,18.41,D
19.92422,83.85096,328.95,1.08,1.04,2022-05-15,0744,A,74,6.1NRT,304.8,14.07,D
19.45375,80.83678,330.55,1.61,1.25,2022-05-15,0744,A,73,6.1NRT,301.22,33.9,D
19.95181,83.84616,325.4,1.08,1.04,2022-05-15,0744,A,67,6.1NRT,305.5,8.74,D
19.95026,83.83604,328.26,1.08,1.04,2022-05-15,0744,A,73,6.1NRT,305.62,13,D
19.93308,82.04508,327.64,1.32,1.14,2022-05-15,0744,A,47,6.1NRT,304.18,10.63,D
19.93106,82.03278,330.6,1.32,1.14,2022-05-15,0744,A,72,6.1NRT,305.18,16.38,D
20.96179,85.18007,333.37,1,1,2022-05-15,0744,A,77,6.1NRT,307.45,14.13,D
20.96041,85.17057,335.43,1,1,2022-05-15,0744,A,80,6.1NRT,307.13,16.12,D
21.40904,85.53863,325.56,1,1,2022-05-15,0744,A,52,6.1NRT,302.35,11.37,D
21.40769,85.52912,335.96,1,1,2022-05-15,0744,A,82,6.1NRT,304.49,24.69,D
21.46171,85.5136,328.42,1,1,2022-05-15,0744,A,72,6.1NRT,305.36,13.58,D
21.46733,85.42503,330.7,1,1,2022-05-15,0744,A,75,6.1NRT,304.69,14.83,D
20.93888,81.91238,339.11,1.29,1.13,2022-05-15,0744,A,80,6.1NRT,306.78,27.74,D
21.51624,85.38201,341.34,1,1,2022-05-15,0744,A,88,6.1NRT,306.21,28.76,D
21.51488,85.3725,363.15,1,1,2022-05-15,0744,A,100,6.1NRT,307.91,79.44,D
21.59693,85.36206,336.99,1,1,2022-05-15,0744,A,84,6.1NRT,305.16,23.81,D
22.79031,86.20344,337.67,1.04,1.02,2022-05-15,0744,A,65,6.1NRT,304.75,24.02,D
22.68615,85.38868,328.46,1,1,2022-05-15,0744,A,73,6.1NRT,300.32,13.08,D
22.69954,85.40948,324.94,1.01,1,2022-05-15,0744,A,67,6.1NRT,299.64,9.26,D
22.69624,85.32109,334.35,1,1,2022-05-15,0744,A,82,6.1NRT,302.86,21.13,D
22.69488,85.31144,330.19,1,1,2022-05-15,0744,A,77,6.1NRT,301.69,15.41,D
22.21305,79.24044,338.09,1.85,1.33,2022-05-15,0744,A,79,6.1NRT,314.21,25.68,D
22.25734,78.40646,331.45,2.12,1.41,2022-05-15,0744,A,56,6.1NRT,309.66,37.45,D
23.679,86.39481,322.9,1.07,1.03,2022-05-15,0744,A,0,6.1NRT,296.33,8.36,D
23.62701,84.24531,333,1.01,1,2022-05-15,0744,A,66,6.1NRT,308.81,16.63,D
24.11052,80.66915,339.23,1.37,1.16,2022-05-15,0744,A,74,6.1NRT,312.22,28.39,D
24.96778,83.95403,347.84,1,1,2022-05-15,0744,A,90,6.1NRT,316.25,31.1,D
25.06258,84.35327,332.33,1,1,2022-05-15,0744,A,44,6.1NRT,309.54,8.4,D
25.16675,83.49471,339.31,1.02,1.01,2022-05-15,0744,A,79,6.1NRT,318.93,11.25,D
25.54594,83.99911,334.03,1,1,2022-05-15,0744,A,63,6.1NRT,316.9,9.55,D
25.04975,79.8304,339.15,1.48,1.2,2022-05-15,0744,A,73,6.1NRT,319.58,18.03,D
25.0525,79.82449,339.39,1.48,1.2,2022-05-15,0744,A,79,6.1NRT,320.29,21.72,D
25.82573,80.58723,338.74,1.3,1.13,2022-05-15,0744,A,78,6.1NRT,319.88,19.65,D
25.21814,76.70893,337.38,2.42,1.5,2022-05-15,0744,A,76,6.1NRT,314.92,44.48,D
28.43966,80.10212,330.9,1.25,1.11,2022-05-15,0746,A,59,6.1NRT,312.5,13.03,D
29.87792,77.17566,331.1,1.77,1.3,2022-05-15,0746,A,72,6.1NRT,312.25,25.82,D
30.37535,78.33797,325.67,1.46,1.2,2022-05-15,0746,A,68,6.1NRT,304.26,26.54,D
30.37299,78.3251,328.17,1.47,1.2,2022-05-15,0746,A,73,6.1NRT,303.65,31.85,D
30.09787,76.52526,331.79,1.93,1.36,2022-05-15,0746,A,72,6.1NRT,314.32,21.73,D
30.81727,77.59005,325.82,1.6,1.24,2022-05-15,0746,A,71,6.1NRT,307.84,27.27,D
30.97169,77.85673,331.79,1.53,1.22,2022-05-15,0746,A,76,6.1NRT,308.76,37.74,D
30.91135,77.16437,328.72,1.69,1.28,2022-05-15,0746,A,74,6.1NRT,307.98,32.85,D
30.90824,77.14812,327.81,1.69,1.28,2022-05-15,0746,A,73,6.1NRT,308.59,30.92,D
30.89556,77.08206,328.53,1.71,1.28,2022-05-15,0746,A,74,6.1NRT,305.39,33.68,D
30.89227,77.06493,335.21,1.72,1.29,2022-05-15,0746,A,82,6.1NRT,306.19,53.1,D
30.90452,77.00497,334.3,1.73,1.29,2022-05-15,0746,A,81,6.1NRT,306.94,52.38,D
30.90124,76.98779,324.67,1.74,1.29,2022-05-15,0746,A,66,6.1NRT,306,24.31,D
31.21785,77.11959,324.92,1.68,1.27,2022-05-15,0746,A,64,6.1NRT,310.08,18.96,D
31.03116,76.15176,337.8,1.95,1.36,2022-05-15,0746,A,84,6.1NRT,315.18,42.5,D
31.02723,76.13183,337.5,1.96,1.37,2022-05-15,0746,A,84,6.1NRT,315.18,41.8,D
31.03437,76.14606,338.33,1.95,1.36,2022-05-15,0746,A,84,6.1NRT,315.34,45.08,D
31.23067,76.94955,326.61,1.72,1.29,2022-05-15,0746,A,70,6.1NRT,308.67,24.98,D
31.28522,76.98714,328.45,1.7,1.28,2022-05-15,0746,A,73,6.1NRT,308.79,28.73,D
31.28243,76.97255,326.65,1.71,1.28,2022-05-15,0746,A,65,6.1NRT,308.38,23.61,D
30.95141,74.46335,330.95,2.54,1.53,2022-05-15,0746,A,54,6.1NRT,313.57,43.83,D
31.32362,75.81195,332.09,2.02,1.39,2022-05-15,0746,A,78,6.1NRT,313.75,25.25,D
31.49986,76.64609,337.46,1.77,1.3,2022-05-15,0746,A,85,6.1NRT,310.11,55.36,D
31.49647,76.62846,326.79,1.78,1.31,2022-05-15,0746,A,72,6.1NRT,310.91,20.92,D
31.74766,76.48478,323.45,1.79,1.31,2022-05-15,0746,A,63,6.1NRT,309.19,14.32,D
31.71923,76.27517,322.9,1.85,1.33,2022-05-15,0746,A,59,6.1NRT,309.34,14.68,D
31.7548,76.47562,326.08,1.79,1.31,2022-05-15,0746,A,70,6.1NRT,309.58,20.24,D
32.09919,75.10092,332.23,2.16,1.43,2022-05-15,0746,A,69,6.1NRT,315.1,27.47,D
32.56255,75.94754,321.83,1.86,1.33,2022-05-15,0746,A,43,6.1NRT,304.11,21.65,D
